👽	alienígena	alien|alienígena|cara|criatura|extraterrestre|ovni
👾	monstruo alienígena	alien|cara|criatura|extraterrestre|monstruo alienígena|ovni
👿	cara enfadada con cuernos	cara|cara enfadada con cuernos|cuernos|demonio|diablo
💀	calavera	calavera|cara|cuento|monstruo|muerte
💁	persona de mostrador de información	información|mano|mostrador|persona|persona de mostrador de información
💂	guardia	guardia|guardia real británica
💃	mujer bailando	bailar|mujer|mujer bailando
💄	pintalabios	barra|cosmética|labios|maquillaje|pintalabios
💅	pintarse las uñas	cosmética|esmalte|manicura|pintarse las uñas|uñas
💆	persona recibiendo masaje	cara|facial|masaje|persona recibiendo masaje|salón
💇	persona cortándose el pelo	belleza|corte|pelo|peluquero|persona cortándose el pelo
💈	poste de barbero	barbería|barbero|peluquero|poste|poste de barbero
💉	jeringuilla	aguja|jeringa|jeringuilla|medicina|médico
💊	píldora	comprimido|medicina|médico|pastilla|píldora
💋	marca de beso	beso|labios|marca de beso|romance
💌	carta de amor	amor|carta|carta de amor|corazón|correo
💍	anillo	anillo|diamante
💎	piedra preciosa	diamante|gema|joya|piedra|preciosa
💏	beso	beso|personas|romance
💐	ramo de flores	bouquet|flores|ramo|ramo de flores
💑	pareja enamorada	amor|pareja|pareja enamorada|personas enamoradas
💒	iglesia celebrando boda	boda|iglesia|iglesia celebrando boda|romance
💓	corazón latiendo	amor|corazón|corazón latiendo|emoción|latido
💔	corazón roto	corazón|emoción|partido|roto
💕	dos corazones	amantes|amor|corazón|dos corazones
💖	corazón brillante	amor|brillante|corazón brillante|emoción
💗	corazón creciente	corazón|creciente|emocionado|latido|nervioso
💘	corazón con flecha	amor|corazón|corazón con flecha|emoción|flecha
💙	corazón azul	azul|corazón|emoción
💚	corazón verde	corazón|emoción|verde
💛	corazón amarillo	amarillo|corazón|emoción
💜	corazón morado	corazón|emoción|morado
💝	corazón con lazo	corazón|corazón con lazo|emoción|lazo|san valentín
💞	corazones giratorios	corazón|corazones giratorios|giratorio
💟	adorno de corazón	adorno de corazón|corazón
💠	rombo con pétalo	flor|geometría|rombo|rombo con pétalo
💡	bombilla	bombilla|cómic|electricidad|idea|luz
💢	símbolo de enfado	cómic|enfadado|enfado|símbolo de enfado
💣	bomba	bomba|cómic|emoción
💤	símbolo de sueño	cómic|dormir|símbolo de sueño|sueño|zzz
💥	colisión	colisión|cómic
💦	gotas de sudor	cómic|emoción|gotas de sudor|sudor
💧	gota	agua|cómic|gota|sudor
💨	salir corriendo	carrera|cómic|correr|humo|salir corriendo
💩	caca con ojos	caca|caca con ojos|cómic|mierda|mojón
💪	bíceps flexionado	bíceps|cómic|flexionado|fuerte|músculo
💫	símbolo de mareo	cómic|emoción|estrella|mareo|símbolo de mareo
💬	bocadillo de diálogo	bocadillo|bocadillo de diálogo|cómic|conversación|diálogo
💭	bocadillo de pensamiento	bocadillo|bocadillo de pensamiento|burbuja|cómic|pensamiento
💮	flor blanca	blanca|flor
💯	cien puntos	100|cien puntos|pleno|puntos
💰	bolsa de dinero	bolsa|bolsa de dinero|bolsa de dólares|dinero
💱	cambio de divisas	cambio|cambio de divisas|dinero|divisa|moneda
💲	símbolo de dólar	dinero|dólar|símbolo|símbolo de dólar
💳	tarjeta de crédito	crédito|tarjeta|tarjeta de crédito
💴	billete de yen	billete|billete de banco|billete de yen|dinero|yen
💵	billete de dólar	billete|billete de banco|billete de dólar|dinero|dólar
💶	billete de euro	billete|billete de banco|billete de euro|dinero|euro
💷	billete de libra	billete de banco|billete de libra|dinero|libra
💸	billete con alas	billete|billete con alas|billete de banco|dinero|dinero con alas
💹	mercado al alza	alza|mercado|mercado al alza|mercado alcista|tabla
💺	asiento de transporte	asiento|asiento de transporte|plaza|silla
💻	ordenador portátil	ordenador|ordenador portátil|pc|personal
💼	maletín	cartera|documentos|maletín
💽	minidisc	disco|md|minidisc
💾	disquete	disco|disco de 3 1/2|disquete
💿	disco óptico	cd|disco|disco óptico
📀	disco DVD	disco|dvd
📁	carpeta de archivos	archivo|carpeta|carpeta de archivos
📂	carpeta de archivos abierta	abierta|archivo|carpeta|carpeta de archivos abierta
📃	página doblada	documento|página|página doblada
📄	página hacia arriba	anverso|documento|página|página hacia arriba
📅	calendario	calendario|fecha
📆	calendario recortable	calendario|calendario recortable|fecha
📇	organizador de fichas	cartera|ficha|organizador|organizador de fichas|tarjetas
📈	gráfica de evolución ascendente	ascendente|gráfica|gráfica de evolución ascendente|gráfico|tendencia ascendente
📉	gráfica de evolución descendente	descendente|gráfica|gráfica de evolución descendente|gráfico|tendencia descendente
📊	gráfico de barras	barras|gráfico|gráfico de barras
📋	portapapeles	papeles|pinza|portapapeles|tabla
📌	chincheta	chincheta|tachuela
📍	chincheta redonda	chincheta|chincheta redonda
📎	clip	clip
📏	regla	regla
📐	escuadra	escuadra|regla|regla triangular|triángulo
📑	marcadores	marcadores|pestañas
📒	libro de contabilidad	cuaderno|libro de contabilidad
📓	cuaderno	cuaderno|libreta
📔	cuaderno con tapa decorativa	cuaderno|cuaderno con tapa decorativa|decoración|tapa
📕	libro cerrado	cerrado|libro
📖	libro abierto	abierto|libro
📗	libro verde	libro|verde
📘	libro azul	azul|libro
📙	libro naranja	libro|naranja
📚	libros	libro|libros
📛	etiqueta identificativa	etiqueta|etiqueta identificativa|nombre
📜	pergamino	pergamino|pergamino de papel
📝	cuaderno de notas	comunicación|cuaderno de notas
📞	auricular de teléfono	auricular de teléfono|comunicación|teléfono
📟	busca	busca|comunicación|localizador
📠	máquina de fax	comunicación|fax|máquina de fax
📡	antena de satélite	antena|antena de satélite|comunicación|satélite
📢	altavoz de mano	altavoz|altavoz de mano|comunicación
📣	megáfono	comunicación|megáfono
📤	bandeja de salida	bandeja|bandeja de salida|comunicación|correo|enviado|salida
📥	bandeja de entrada	bandeja|bandeja de entrada|comunicación|correo|entrada|recibido
📦	paquete	caja|paquete
📧	correo electrónico	comunicación|correo|correo electrónico|sobre
📨	sobre entrante	carta|comunicación|correo|correo electrónico|sobre|sobre entrante
📩	sobre con flecha	carta|comunicación|correo|correo electrónico|sobre|sobre con flecha
📪	buzón cerrado con la bandera bajada	bandera|buzón|buzón cerrado|buzón cerrado con la bandera bajada|vacío
📫	buzón cerrado con la bandera levantada	bandera|buzón|buzón cerrado|buzón cerrado con la bandera levantada|con contenido
📬	buzón abierto con la bandera levantada	bandera|buzón|buzón abierto|buzón abierto con la bandera levantada|con contenido
📭	buzón abierto con la bandera bajada	bandera|buzón|buzón abierto|buzón abierto con la bandera bajada|vacío
📮	buzón	buzón|cartas|correo
📯	corneta de posta	corneta|corneta de posta|posta
📰	periódico	diario|periódico
📱	teléfono móvil	celular|móvil|teléfono
📲	móvil con una flecha	flecha|llamada|móvil|móvil con una flecha|recibir|teléfono
📳	modo vibración	modo vibración|móvil|teléfono|teléfono celular|vibración
📴	teléfono móvil apagado	apagado|móvil|teléfono|teléfono celular
📵	prohibido el uso de móviles	móvil|no hacer llamadas|prohibido|prohibido el uso de móviles|teléfono
📶	barras de cobertura	antena|barras de cobertura|celular|móvil|señal|teléfono
📷	cámara de fotos	cámara|cámara de fotos
📸	cámara con flash	cámara|cámara con flash|flash
📹	videocámara	cámara|vídeo|videocámara
📺	televisión	televisión|tv
📻	radio	radio
📼	cinta de vídeo	cinta|cinta de vídeo
📿	rosario	collar|cuentas|religión|rosario
🔀	reproducción aleatoria	cruzado|flechas|flechas entrecruzadas|reproducción aleatoria
🔁	repetir	flechas|repetición|repetir
🔂	repetir una vez	flechas|repetición|repetir una vez|uno
🔃	flechas verticales en sentido horario	flechas|flechas verticales en sentido horario|flechas verticales sentido horario|horario|señal de recarga
🔄	flechas en sentido antihorario	dirección|flechas|flechas en sentido antihorario|señal de recarga|sentido antihorario
🔅	brillo bajo	bajo|brillo|señal de brillo bajo|tenue
🔆	brillo alto	alto|brillante|brillo|señal de brillo alto
🔇	altavoz silenciado	altavoz|altavoz con marca de cancelación|altavoz silenciado|mute|silencio
🔈	altavoz a volumen bajo	altavoz a volumen bajo|volumen bajo
🔉	altavoz a volumen medio	altavoz a volumen medio|altavoz con volumen medio|medio|volumen medio
🔊	altavoz a volumen alto	altavoz|altavoz a volumen alto|alto|volumen alto
🔋	pila	batería|pila
🔌	enchufe eléctrico	corriente|electricidad|eléctrico|enchufe
🔍	lupa orientada hacia la izquierda	buscar|lupa|lupa orientada hacia la izquierda
🔎	lupa orientada hacia la derecha	buscar|lupa|lupa orientada hacia la derecha
🔏	candado con pluma estilográfica	candado|candado con pluma estilográfica|cerrado|estilográfica|pluma|privacidad
🔐	candado cerrado y llave	candado|candado cerrado y llave|cerrado|llave|seguro
🔑	llave	contraseña|llave
🔒	candado cerrado	candado|cerrado|cerrar
🔓	candado abierto	abierto|abrir|candado
🔔	campana	campana
🔕	campana con signo de cancelación	campana|campana con signo de cancelación|cancelación|ruido
🔖	marcapáginas	marcador|marcapáginas
🔗	eslabón	eslabón
🔘	botón de opción	botón|botón de opción|opción
🔙	flecha BACK	atrás|atrás con flecha izquierda|back|flecha|flecha a la izquierda
🔚	flecha END	final|final con flecha izquierda|flecha|flecha a la izquierda|flecha END
🔛	flecha ON!	flecha|flecha de doble punta con la palabra "on" encima|flecha ON!|on|señal
🔜	flecha SOON	flecha|soon|soon con flecha a la derecha
🔝	flecha TOP	arriba|flecha hacia arriba|flecha TOP|top|top con flecha hacia arriba
🔞	prohibido para menos de 18 años	18|no apto para menores|prohibido|prohibido para menores de 18 años|prohibido para menos de 18 años
🔠	letras latinas mayúsculas	abcd|letras|letras latinas mayúsculas|mayúsculas
🔡	letras latinas minúsculas	abcd|letras|letras latinas minúsculas|minúsculas
🔢	números	1234|dígitos|números
🔣	símbolos	〒♪&%|símbolos
🔤	alfabeto latino	ABC|alfabeto latino|latino
🔥	fuego	fuego|llama
🔦	linterna	linterna|luz
🔧	llave inglesa	herramienta|llave inglesa
🔨	martillo	herramienta|martillo
🔩	tornillo y tuerca	herramienta|tornillo|tornillo y tuerca|tuerca
🔪	cuchillo de cocina	arma|cocinar|cuchillo|cuchillo de cocina
🔫	pistola de agua	agua|juguete|pistola|pistola de agua|verano
🔬	microscopio	instrumento|laboratorio|microscopio
🔭	telescopio	astronomía|instrumento|telescopio
🔮	bola de cristal	adivinación|bola|bola de cristal|buena fortuna|cristal
🔯	estrella de seis puntas	adivinación|buena fortuna|estrella|estrella de seis puntas|seis puntas
🔰	símbolo japonés para principiante	amarillo|japonés|principiante|símbolo japonés para principiante|verde
🔱	emblema de tridente	ancla|emblema|emblema de tridente|tridente
🔲	botón cuadrado con borde negro	botón|botón cuadrado con borde negro|cuadrado
🔳	botón cuadrado con borde blanco	botón|botón cuadrado con borde blanco|cuadrado
🔴	círculo rojo	círculo|geometría|rojo
🔵	círculo azul	azul|círculo|geometría
🔶	rombo naranja grande	geometría|naranja|rombo|rombo naranja grande
🔷	rombo azul grande	azul|geometría|rombo|rombo azul grande
🔸	rombo naranja pequeño	geometría|naranja|rombo|rombo naranja pequeño
🔹	rombo azul pequeño	azul|geometría|rombo|rombo azul pequeño
🔺	triángulo rojo hacia arriba	geometría|rojo|triángulo|triángulo hacia arriba rojo|triángulo rojo hacia arriba
🔻	triángulo rojo hacia abajo	geometría|rojo|triángulo|triángulo hacia abajo rojo|triángulo rojo hacia abajo
🔼	triángulo hacia arriba	arriba|botón|botón triángulo hacia arriba|triángulo|triángulo hacia arriba
🔽	triángulo hacia abajo	abajo|botón|botón triángulo hacia abajo|triángulo|triángulo hacia abajo
🕋	Kaaba	hach|islam|Kaaba|musulmán|religión|umrah
🕌	mezquita	islam|mezquita|religión
🕍	sinagoga	judaísmo|religión|sinagoga
🕎	menorá	candelabro|menorá|religión
🕐	1 en punto	1 en punto|1:00|reloj|una
🕑	2 en punto	2 en punto|2:00|dos|reloj
🕒	3 en punto	3 en punto|3:00|reloj|tres
🕓	4 en punto	4 en punto|4:00|cuatro|reloj
🕔	5 en punto	5 en punto|5:00|cinco|reloj
🕕	6 en punto	6 en punto|6:00|reloj|seis
🕖	7 en punto	7 en punto|7:00|reloj|siete
🕗	8 en punto	8 en punto|8:00|ocho|reloj
🕘	9 en punto	9 en punto|9:00|nueve|reloj
🕙	10 en punto	10 en punto|10:00|diez|reloj
🕚	11 en punto	11 en punto|11:00|once|reloj
🕛	12 en punto	12 en punto|12:00|doce|reloj
🕜	una y media	1:30|reloj|una y media
🕝	dos y media	2:30|dos y media|reloj
🕞	tres y media	3:30|reloj|tres y media
🕟	cuatro y media	4:30|cuatro y media|reloj
🕠	cinco y media	5:30|cinco y media|reloj
🕡	seis y media	6:30|reloj|seis y media
🕢	siete y media	7:30|reloj|siete y media
🕣	ocho y media	8:30|ocho y media|reloj
🕤	nueve y media	9:30|nueve y media|reloj
🕥	diez y media	10:30|diez y media|reloj
🕦	once y media	11:30|once y media|reloj
🕧	doce y media	12:30|doce y media|reloj
🕺	hombre bailando	bailar|hombre|hombre bailando
🖕	dedo corazón hacia arriba	corazón|dedo|dedo corazón hacia arriba|mano|peineta
🖖	saludo vulcano	mano|saludo|spock|vulcano
🖤	corazón negro	corazón|negro
🗻	monte Fuji	Fuji|montaña|monte|naturaleza
🗼	Torre de Tokio	Tokio|torre|Torre de Tokio
🗽	Estatua de la Libertad	estatua|Estatua de la Libertad|libertad|nueva|ny|nyc|york
🗾	mapa de Japón	Japón|mapa
🗿	estatua moái	estatua|moái|Pascua
😀	cara sonriendo	cara|cara sonriendo|divertido|feliz|sonrisa
😁	cara radiante con ojos sonrientes	cara|cara radiante con ojos sonrientes|ojo|risa|sonrisa
😂	cara llorando de risa	cara|cara llorando de risa|felicidad|lágrima|risa
😃	cara sonriendo con ojos grandes	cara|cara sonriendo con ojos grandes|divertido|risa|sonriendo
😄	cara sonriendo con ojos sonrientes	abierta|cara|cara sonriendo con ojos sonrientes|ojo|sonrisa
😅	cara sonriendo con sudor frío	cara|cara sonriendo con sudor frío|frío|risa|sudor
😆	cara sonriendo con los ojos cerrados	abierta|boca|cara|cara sonriendo con los ojos cerrados|risa
😇	cara sonriendo con aureola	ángel|cara|cara sonriendo con aureola|halo|sonrisa
😈	cara sonriendo con cuernos	cara|cara sonriendo con cuernos|cuernos|demonio|sonrisa
😉	cara guiñando el ojo	cara|cara guiñando el ojo|guiño
😊	cara feliz con ojos sonrientes	cara|cara feliz con ojos sonrientes|ojo|rubor|sonrisa
😋	cara saboreando comida	cara|cara saboreando comida|delicioso|hambre|rico
😌	cara de alivio	aliviado|cara|cara de alivio
😍	cara sonriendo con ojos de corazón	amor|cara|cara sonriendo con ojos de corazón|corazón|sonrisa
😎	cara sonriendo con gafas de sol	cara|cara sonriendo con gafas de sol|gafas|guay|sol
😏	cara sonriendo con superioridad	cara|cara sonriendo con superioridad|listillo|superioridad
😐	cara neutral	cara|inexpresivo|neutral
😑	cara sin expresión	cara|cara sin expresión|inexpresión|inexpresiva|inexpresivo
😒	cara de desaprobación	cara|cara de desaprobación|insatisfacción|rechazo
😓	cara con sudor frío	cara|cara con sudor frío|frío|sudor
😔	cara desanimada	alicaído|cara|cara desanimada|desanimado|pensativo
😕	cara de confusión	cara|cara de confusión|confuso
😖	cara de frustración	cara|cara de frustración|frustrado
😗	cara besando	beso|cara|cara besando
😘	cara lanzando un beso	beso|cara|cara lanzando un beso
😙	cara besando con ojos sonrientes	beso|cara|cara besando con ojos sonrientes|ojo|sonrisa
😚	cara besando con los ojos cerrados	beso|cara|cara besando con los ojos cerrados|cerrado|ojo
😛	cara sacando la lengua	cara|cara sacando la lengua|lengua
😜	cara sacando la lengua y guiñando un ojo	cara|cara sacando la lengua y guiñando un ojo|guiño|lengua|ojo
😝	cara con ojos cerrados y lengua fuera	cara|cara con ojos cerrados y lengua fuera|lengua|ojo|sabor
😞	cara decepcionada	cara|cara decepcionada|decepción|decepcionado
😟	cara preocupada	cara|cara preocupada|preocupación|preocupado
😠	cara enfadada	cara|cara enfadada|enfadado|histérico
😡	cara cabreada	cabreo|cara|cara cabreada|enfadado|furia
😢	cara llorando	cara|cara llorando|lágrima|llorar|triste
😣	cara desesperada	cara|cara desesperada|desesperación|frustración
😤	cara resoplando	cabreo|cara|cara resoplando|enfado
😥	cara triste pero aliviada	aliviado|cara|cara triste pero aliviada|decepcionado|menos mal
😦	cara con el ceño fruncido y la boca abierta	boca abierta|cara|cara con el ceño fruncido y la boca abierta|ceño fruncido con boca abierta
😧	cara angustiada	angustia|angustiado|cara|cara angustiada
😨	cara asustada	asustado|cara|cara asustada|miedo|miedoso
😩	cara agotada	agotado|cansado|cara|cara agotada
😪	cara de sueño	cara|cara de sueño|dormir|sueño
😫	cara cansada	cansado|cara|cara cansada
😬	cara haciendo una mueca	cara|cara haciendo una mueca|mueca
😭	cara llorando fuerte	cara|cara llorando fuerte|lágrima|llorar|triste
😮	cara con la boca abierta	boca|cara|cara con la boca abierta
😮‍💨	cara exhalando	alivio|bocanada|cara exhalando|exhalar|jadear|resoplido|silbar
😯	cara estupefacta	alucinado|cara|cara estupefacta|estupefacto|sorprendido
😰	cara con ansiedad y sudor	ansiedad|cara|cara con ansiedad y sudor|frío|sudor
😱	cara gritando de miedo	asustado|cara|cara gritando de miedo|miedo|pánico
😲	cara asombrada	alucinado|asombrado|cara|cara asombrada|pasmado
😳	cara sonrojada	cara|cara sonrojada|colorado|sonrojado
😴	cara durmiendo	cara|cara durmiendo|dormido|sueño|zzz
😵	cara mareada	cara|cara mareada|mareo
😵‍💫	cara con ojos en espiral	cara con ojos en espiral|espiral|hipnotizado|indispuesto|mareado|mareo|problema
😶	cara sin boca	boca|callado|cara|cara sin boca|silencio
😷	cara con mascarilla médica	cara|cara con mascarilla médica|enfermo|malo|máscara
😸	gato sonriendo con ojos sonrientes	cara|gato|gato sonriendo con ojos sonrientes|ojos|sonriente|sonrisa
😹	gato llorando de risa	cara|gato|gato llorando de risa|lágrima|risa
😺	gato sonriendo	cara|feliz|gato alegre|gato feliz|gato sonriendo|sonrisa
😻	gato sonriendo con ojos de corazón	cara|corazón|enamorado|gato|gato sonriendo con ojos de corazón
😼	gato haciendo una mueca	cara|gato|gato haciendo una mueca|irónico|sonrisa
😽	gato besando	beso|cara|cariñoso|gato|gato besando
😾	gato enfadado	cara|enfadado|gato
😿	gato llorando	cara|gato|gato llorando|lágrima|pena|triste
🙀	gato asustado	cara|gato|gato asustado|pánico|preocupación|sorpresa
🙁	cara con el ceño ligeramente fruncido	cara|cara con el ceño ligeramente fruncido|ceño|fruncido
🙂	cara sonriendo ligeramente	cara|cara sonriendo ligeramente|sonrisa
🙃	cara al revés	cara|cara al revés|revés
🙄	cara con ojos en blanco	cara|cara con ojos en blanco|frustración|ojos|vueltos
🙅	persona haciendo el gesto de "no"	gesto|mano|no|persona haciendo el gesto de "no"|prohibido
🙆	persona haciendo el gesto de "de acuerdo"	gesto|mano|OK|persona haciendo el gesto de "de acuerdo"|vale
🙇	persona haciendo una reverencia	disculpa|gesto|perdón|persona haciendo una reverencia|reverencia
🙈	mono con los ojos tapados	cara|mal|mono|mono con los ojos tapados|prohibido
🙉	mono con los oídos tapados	cara|mal|mono|mono con los oídos tapados|prohibido
🙊	mono con la boca tapada	cara|mal|mono|mono con la boca tapada|prohibido
🙋	persona con la mano levantada	feliz|gesto|levantar|mano|persona con la mano levantada
🙌	manos levantadas celebrando	celebración|gesto|hurra|mano|manos levantadas celebrando
🙍	persona frunciendo el ceño	ceño|fruncido|gesto|persona|persona frunciendo el ceño
🙎	persona haciendo pucheros	gesto|persona|persona haciendo pucheros|pucheros
🙏	manos en oración	gracias|mano|manos en oración|oración|orar|por favor|rezar
🚀	cohete	cohete|espacio|vehículo
🚁	helicóptero	aspas|helicóptero|rotores|vehículo|volar
🚂	locomotora de vapor	locomotora|locomotora de vapor|tren|vehículo
🚃	vagón	ferrocarril|tranvía|tren eléctrico|vagón|vehículo
🚄	tren de alta velocidad	AVE|ferrocarril|rápido|tren|tren de alta velocidad|velocidad
🚅	tren bala	bala|shinkansen|tren|vehículo|velocidad
🚆	tren	ferrocarril|tren|vehículo
🚇	metro	metro|subterráneo|suburbano|transporte
🚈	tren ligero	ferrocarril|transporte|tren|tren ligero
🚉	estación de tren	estación|estación de tren|tren
🚊	tranvía	transporte|tranvía|trolebús
🚋	vagón de tranvía	tranvía|vagón|vagón de tranvía|vehículo
🚌	autobús	autobús|bus|transporte
🚍	autobús próximo	autobús|próximo|vehículo
🚎	trolebús	transporte|tranvía|trolebús
🚏	parada de autobús	autobús|parada|parada de autobús
🚐	minibús	autobús|bus|minibús|transporte
🚑	ambulancia	ambulancia|asistencia médica|transporte|vehículo
🚒	coche de bomberos	camión|camión de bomberos|coche de bomberos|fuego|vehículo
🚓	coche de policía	coche de policía|coche patrulla|policía|vehículo
🚔	coche de policía próximo	coche de policía próximo|coche patrulla|policía|próximo|vehículo
🚕	taxi	coche|taxi|vehículo
🚖	taxi próximo	taxi|taxi próximo|vehículo
🚗	coche	automóvil|coche|vehículo
🚘	coche próximo	automóvil|coche|próximo|vehículo
🚙	vehículo deportivo utilitario	camping|caravana|furgoneta|vacaciones|vehículo|vehículo deportivo utilitario
🚚	camión de reparto	camión de reparto|mercancías|reparto|transporte|vehículo
🚛	camión articulado	camión|camión articulado|tráiler|vehículo
🚜	tractor	agricultura|tractor|vehículo
🚝	monorraíl	ferrocarril|monocarril|monorraíl|transporte|tren
🚞	ferrocarril de montaña	ferrocarril|ferrocarril de montaña|montaña|vehículo
🚟	ferrocarril de suspensión	ferrocarril|ferrocarril de suspensión|suspensión|vehículo
🚠	teleférico de montaña	cable|funicular|montaña|teleférico|teleférico de montaña|vehículo
🚡	teleférico	aéreo|teleférico|tranvía|vehículo
🚢	barco	barco|vehículo
🚣	persona remando en un bote	barca|bote|persona remando en un bote|remo
🚤	lancha motora	barco|lancha motora|vehículo
🚥	semáforo horizontal	luz|semáforo horizontal|señales de tráfico|tráfico
🚦	semáforo	luz|semáforo|semáforo vertical|señales de tráfico|tráfico
🚧	obras	construcción|obras|señal|señal de obras
🚨	luces de policía	coche de policía|luces|luces de policía|policía
🚩	bandera triangular	bandera|bandera de localización triangular|bandera informativa de localización|bandera triangular|localización
🚪	puerta	puerta
🚫	prohibido	entrar|no|pasar|prohibición|prohibido
🚬	cigarrillo	cigarrillo|cigarro|fumar
🚭	prohibido fumar	fumar|no|prohibido|señal
🚮	señal de usar papelera	basura|papelera|señal|señal de usar papelera|tirar la basura en la papelera
🚯	prohibido tirar basura	basura|prohibido|prohibido tirar basura|señal|señal de no tirar basura
🚰	agua potable	agua|potable
🚱	agua no potable	agua|agua no potable|no potable
🚲	bicicleta	bici|bicicleta|vehículo
🚳	bicicletas prohibidas	bicicleta|bicicletas prohibidas|prohibido|vehículo
🚴	persona en bicicleta	bicicleta|ciclismo|ciclista|persona en bicicleta
🚵	persona en bicicleta de montaña	bicicleta|ciclista|montaña|mountain bike|persona en bicicleta de montaña
🚶	persona caminando	andar|caminando|caminar|persona caminando
🚷	prohibido el paso de peatones	peatón|peatones|prohibido|prohibido el paso de peatones|señal
🚸	niños cruzando	cruzando|niños|señal
🚹	aseo para hombres	aseo de caballeros|aseo para hombres|baño|señal|señal con un hombre|servicio
🚺	señal de aseo para mujeres	aseo de señoras|baño|señal|señal con una mujer|señal de aseo para mujeres|servicio
🚻	señal de aseos	aseos|señal de aseos|servicios|wc
🚼	señal de bebé	bebé|cambiar|lactancia|señal de bebé
🚽	inodoro	baño|inodoro|váter|wc
🚾	aseos	aseos|lavabo|servicios|WC
🚿	ducha	agua|baño|ducha
🛀	persona en la bañera	bañera|baño|persona|persona en la bañera
🛁	bañera	bañera|baño
🛂	control de pasaportes	control|control de pasaportes|pasaportes
🛃	aduana	aduana
🛄	recogida de equipajes	equipaje|maleta|recogida de equipajes
🛅	consigna	consigna|depósito|equipaje|servicio de equipaje en depósito
🛌	persona en la cama	dormir|hotel|persona en la cama
🛐	lugar de culto	culto|lugar de culto|religión
🛑	señal de stop	octágono|parada|señal|señal de stop|stop
🛒	carrito de la compra	carrito|carrito de la compra|carro|compra|supermercado
🛕	templo hindú	hindú|templo
🛖	cabaña	cabaña|casa|yurta
🛗	ascensor	accesibilidad|ascensor|elevador|montacargas
🛘	desprendimiento	alud|avalancha|desastre|montaña|peligro|rocas|terremoto
🛜	wifi	conexión|inalámbrica|internet|red|wi-fi|wifi
🛝	tobogán	jugar|parque|parque de atracciones|tobogán
🛞	rueda	círculo|girar|neumático|rodar|rueda
🛟	salvavidas	flotador|rescate|salvavidas|seguridad|socorrista
🛫	avión despegando	aeroplano|avión|avión despegando|salida
🛬	avión aterrizando	aeroplano|avión|avión aterrizando|llegada
🛴	patinete	patinete
🛵	scooter	escúter|moto|scooter
🛶	canoa	barca|barco|canoa|piragua
🛷	trineo	trineo
🛸	platillo volante	ovni|platillo volante
🛹	monopatín	monopatín|skateboard|tabla
🛺	mototaxi	mototaxi|rickshaw|tuk tuk
🛻	camioneta	camioneta|pickup|ranchera
🛼	patines	patín|patín de 4 ruedas|patín de cuatro ruedas|patines
🟠	círculo naranja	círculo|naranja
🟡	círculo amarillo	amarillo|círculo
🟢	círculo verde	círculo|verde
🟣	círculo morado	círculo|lila|morado|púrpura
🟤	círculo marrón	círculo|marrón
🟥	cuadrado rojo	cuadrado|rojo
🟦	cuadrado azul	azul|cuadrado
🟧	cuadrado naranja	cuadrado|naranja
🟨	cuadrado amarillo	amarillo|cuadrado
🟩	cuadrado verde	cuadrado|verde
🟪	cuadrado morado	cuadrado|lila|morado|púrpura
🟫	cuadrado marrón	cuadrado|marrón
🟰	signo igual grueso	equivalencia|igualdad|matemáticas|mates|signo igual grueso
🤌	dedos juntos apuntando hacia arriba	dedos|dedos juntos apuntando hacia arriba|gesto|italia|italiano|mano|sarcasmo
🤍	corazón blanco	blanco|corazón|emoción
🤎	corazón marrón	corazón|emoción|marrón
🤏	mano pellizcando	mano pellizcando|pellizco|poco|poquito
🤐	cara con la boca cerrada con cremallera	boca|cara|cara con la boca cerrada con cremallera|cremallera
🤑	cara con lengua de dinero	boca|cara|cara con lengua de dinero|dinero
🤒	cara con termómetro	cara|cara con termómetro|enfermo|malo|termómetro
🤓	cara de empollón	cara|cara de empollón|empollón|friki|friqui
🤔	cara pensativa	cara|cara pensativa|duda|pensando
🤕	cara con la cabeza vendada	cara|cara con la cabeza vendada|dolor|herida|venda
🤖	robot	cara|monstruo|robot
🤗	cara con manos abrazando	abrazo|cara|cara con manos abrazando|sonrisa
🤘	mano haciendo el signo de cuernos	cuernos|dedo|mano|mano haciendo el signo de cuernos|rock
🤙	mano haciendo el gesto de llamar	llamar|mano|mano haciendo el gesto de llamar|meñique|pulgar
🤚	dorso de la mano	dorso|dorso de la mano|levantado|mano
🤛	puño hacia la izquierda	izquierda|puño|puño hacia la izquierda
🤜	puño hacia la derecha	derecha|puño|puño hacia la derecha
🤝	apretón de manos	acuerdo|apretón|apretón de manos|manos
🤞	dedos cruzados	cruzar|dedos|dedos cruzados|mano|suerte
🤟	gesto de te quiero	gesto de te quiero|mano|quiero
🤠	cara con sombrero de vaquero	cara|cara con sombrero de vaquero|sombrero|vaquera|vaquero
🤡	cara de payaso	cara|cara de payaso|payaso
🤢	cara de náuseas	cara|cara de náuseas|náuseas|vomitar
🤣	cara revolviéndose de la risa	cara|cara revolviéndose de la risa|carcajada|ojos cerrados|risa
🤤	cara babeando	baba|babeando|cara
🤥	cara de mentiroso	cara|cara de mentiroso|mentiroso|nariz|pinocho
🤦	persona con la mano en la frente	facepalm|frente|incredulidad|mano|persona con la mano en la frente
🤧	cara estornudando	cara|cara estornudando|estornudar|estornudo|pañuelo
🤨	cara con ceja alzada	cara con ceja alzada|desconfiado|escéptico
